airport_iata,airport_name,city_iata,utc_offset,timezone_id
MQL,Mildura,MQL,+10:00,Australia/Sydney
MQM,Mardin,MQM,+03:00,Europe/Istanbul
MQN,Mo I Rana,MQN,+01:00,Europe/Oslo
MQO,Malam,MQO,+10:00,Pacific/Port_Moresby
MQP,Nelspruit,NLP,+02:00,Africa/Johannesburg
MQQ,Moundou,MQQ,+01:00,Africa/Ndjamena
MQR,Mosquera,MQR,-05:00,America/Bogota
MQS,Mustique International,MQS,-04:00,America/St_Vincent
MQT,Marquette,MQT,-05:00,America/New_York
MQU,Mariquita Jose Celestino Mutis,MQU,-05:00,America/Bogota
MQV,Mostaganem,MQV,+01:00,Africa/Algiers
MQW,Mc Rae Telfair-Wheeler,MQW,-05:00,America/New_York
MQX,Makale,MQX,+03:00,Africa/Addis_Ababa
MQY,Smyrna,MQY,-06:00,America/Chicago
MQZ,Margaret River,MQZ,+08:00,Australia/Perth
MRA,Misurata,MRA,+02:00,Africa/Tripoli
MRB,Martinsburg Eastern W.V. Regional,MRB,-05:00,America/New_York
MRC,Columbia/Mt Pleasant Maury County,MRC,-06:00,America/Chicago
MRD,Merida,MRD,-04:00,America/Caracas
MRE,Masai Mara Mara Serena,MRE,+03:00,Africa/Nairobi
MRF,Marfa Municipal,MRF,-06:00,America/Chicago
MRG,Mareeba,MRG,+10:00,Australia/Brisbane
MRH,May River,MRH,+10:00,Pacific/Port_Moresby
MRI,Anchorage Merrill Field,ANC,-09:00,America/Anchorage
MRJ,Marcala,MRJ,-06:00,America/Tegucigalpa
MRK,Marco Island,MRK,-05:00,America/New_York
MRL,Miner's Lake,MRL,+10:00,Australia/Brisbane
MRM,Manare,MRM,+10:00,Pacific/Port_Moresby
MRN,Morganton Foothills Regional,MRN,-05:00,America/New_York
MRO,Masterton,MRO,+12:00,Pacific/Auckland
MRP,Marla,MRP,+09:30,Australia/Adelaide
MRQ,Marinduque,MRQ,+08:00,Asia/Manila
MRR,Macara J. M. Velasco Ibarra,MRR,-05:00,America/Guayaquil
MRS,Marseille,MRS,+01:00,Europe/Paris
MRT,Moroak,MRT,+09:30,Australia/Darwin
MRU,Mauritius,MRU,+04:00,Indian/Mauritius
MRV,Mineralnye Vody,MRV,+03:00,Europe/Moscow
MRW,Maribo Lolland Falster,MRW,+01:00,Europe/Copenhagen
MRX,Bandar Mahshahr Mahshahr,MRX,+03:30,Asia/Tehran
MRY,Monterey Peninsula,MRY,-08:00,America/Los_Angeles
MRZ,Moree,MRZ,+10:00,Australia/Sydney
MSA,Muskrat Dam,MSA,-06:00,America/Winnipeg
MSB,Maribor Bus Station,MBX,+01:00,Europe/Ljubljana
MSC,Phoenix Falcon Field Apt,PHX,-07:00,America/Phoenix
MSD,Mount Pleasant,MSD,-07:00,America/Denver
MSE,Manston Kent International,MSE,+00:00,Europe/London
MSF,Mount Swan,MSF,+09:30,Australia/Darwin
MSG,Matsaile,MSG,+02:00,Africa/Maseru
MSH,Masirah Air Base,MSH,+04:00,Asia/Muscat
MSI,Masalembo,MSI,+07:00,Asia/Pontianak
MSJ,Misawa,MSJ,+09:00,Asia/Tokyo
MSK,Puerto Gaitan Morelia,MSK,-05:00,America/Bogota
MSL,Muscle Shoals/Florence Northwest Alabam,MSL,-06:00,America/Chicago
MSM,Masi-Manimba,MSM,+01:00,Africa/Kinshasa
MSN,Madison,MSN,-06:00,America/Chicago
MSO,Missoula,MSO,-07:00,America/Denver
MSP,Minneapolis/St.Paul,MSP,-06:00,America/Chicago
MSQ,Minsk 2,MSQ,+03:00,Europe/Minsk
MSR,Mus,MSR,+03:00,Europe/Istanbul
MSS,Massena International,MSS,-05:00,America/New_York
MST,Maastricht,MST,+01:00,Europe/Amsterdam
MSU,Maseru,MSU,+02:00,Africa/Maseru
MSV,Monticello Sullivan County Internationa,MSV,-05:00,America/New_York
MSW,Massawa International,MSW,+03:00,Africa/Asmara
MSX,Mossendjo,MSX,+01:00,Africa/Brazzaville
MSY,New Orleans Louis Armstrong,MSY,-06:00,America/Chicago
MSZ,Namibe Yuri Gagarin,MSZ,+01:00,Africa/Luanda
MTA,Matamata,MTA,+12:00,Pacific/Auckland
MTB,Montelibano,MTB,-05:00,America/Bogota
MTC,Mount Clemens Selfridge Angb,MTC,-05:00,America/New_York
MTD,Mount Sanford Station,MTD,+09:30,Australia/Darwin
MTE,Monte Alegre,MTE,-03:00,America/Araguaina
MTF,Mizan Teferi,MTF,+03:00,Africa/Addis_Ababa
MTG,Mato Grosso,MTG,-04:00,America/Porto_Velho
MTH,Marathon The Florida Keys,MTH,-05:00,America/New_York
MTI,Mosteiros,MTI,-01:00,Atlantic/Cape_Verde
MTJ,Montrose,MTJ,-07:00,America/Denver
MTK,Makin,MTK,+12:00,Pacific/Tarawa
MTL,Maitland,MTL,+10:00,Australia/Sydney
MTM,Metlakatla Seaplane Base,MTM,-09:00,America/Anchorage
MTN,Baltimore Martin State,WAS,-05:00,America/New_York
MTO,Mattoon/Charleston Coles County Memoria,MTO,-06:00,America/Chicago
MTP,Montauk,MTP,-05:00,America/New_York
MTQ,Mitchell,MTQ,+10:00,Australia/Brisbane
MTR,Monteria Los Garzones,MTR,-05:00,America/Bogota
MTS,Manzini,MTS,+02:00,Africa/Mbabane
MTT,Minatitlan,MTT,-06:00,America/Mexico_City
MTU,Montepuez,MTU,+02:00,Africa/Maputo
MTV,Mota Lava,MTV,+11:00,Pacific/Efate
MTW,Manitowoc County,MTW,-06:00,America/Chicago
MTX,Fairbanks Metro Field,FAI,-09:00,America/Anchorage
MTY,Monterrey,MTY,-06:00,America/Mexico_City
MTZ,Masada Bar Yehuda,MTZ,+02:00,Asia/Jerusalem
MUA,Munda,MUA,+11:00,Pacific/Guadalcanal
MUB,Maun,MUB,+02:00,Africa/Gaborone
MUC,Munich,MUC,+01:00,Europe/Berlin
MUD,Mueda,MUD,+02:00,Africa/Maputo
MUE,Kamuela Waimea-Kohala,MUE,-10:00,Pacific/Honolulu
MUF,Muting,MUF,+09:00,Asia/Jayapura
MUG,Mulege,MUG,-07:00,America/Mazatlan
MUH,Mersa Matruh,MUH,+02:00,Africa/Cairo
MUI,Fort Indiantown Gap Muir Army Air Field,MUI,-05:00,America/New_York
MUJ,Mui,MUJ,+03:00,Africa/Addis_Ababa
MUK,Mauke Island,MUK,-10:00,Pacific/Rarotonga
MUL,Moultrie Spence Apt,MGR,-05:00,America/New_York
MUM,Mumias,MUM,+03:00,Africa/Nairobi
MUN,Maturin,MUN,-04:00,America/Caracas
MUO,Mountain Home Air Force Base,MUO,-07:00,America/Denver
MUP,Mulga Park,MUP,+09:30,Australia/Darwin
MUQ,Muccan Station,MUQ,+08:00,Australia/Perth
MUR,Marudi,MUR,+08:00,Asia/Kuching
MUS,Minamitorishima,MUS,+09:00,Asia/Tokyo
MUT,Muscatine Municipal,MUT,-06:00,America/Chicago
MUU,Mount Union,MUU,-05:00,America/New_York
MUV,Philadelphia Mustin Aux Landing Field,PHL,-05:00,America/New_York
MUW,Mascara Ghriss,MUW,+01:00,Africa/Algiers
MUX,Multan,MUX,+05:00,Asia/Karachi
MUY,Mouyondzi,MUY,+01:00,Africa/Brazzaville
MUZ,Musoma,MUZ,+03:00,Africa/Dar_es_Salaam
MVA,Myvatn Reykjahlid,MVA,+00:00,Atlantic/Reykjavik
MVB,Franceville Mvengue,MVB,+01:00,Africa/Libreville
MVC,Monroeville Monroe County,MVC,-06:00,America/Chicago
MVD,Montevideo,MVD,-03:00,America/Montevideo
MVE,Montevideo Chippewa County,MVE,-06:00,America/Chicago
MVF,Mossoro Dix Sept Rosado,MVF,-03:00,America/Araguaina
MVG,Mevang,MVG,+01:00,Africa/Libreville
MVH,Macksville,MVH,+10:00,Australia/Sydney
MVI,Manetai,MVI,+11:00,Pacific/Bougainville
MVJ,Mandeville,MVJ,-05:00,America/Jamaica
MVK,Mulka,MVK,+09:30,Australia/Adelaide
MVL,Morrisville/Stowe State,MVL,-05:00,America/New_York
MVM,Kayenta,MVM,-07:00,America/Phoenix
MVN,Mount Vernon,MVN,-06:00,America/Chicago
MVO,Mongo,MVO,+01:00,Africa/Ndjamena
MVP,Mitu Fabio A. Leon Bentley,MVP,-05:00,America/Bogota
MVQ,Mogilev,MVQ,+03:00,Europe/Minsk
MVR,Maroua Salak,MVR,+01:00,Africa/Douala
MVS,Mucuri,MVS,-03:00,America/Araguaina
MVT,Mataiva,MVT,-10:00,Pacific/Tahiti
MVU,Musgrave,MVU,+10:00,Australia/Brisbane
MVV,Megeve,MVV,+01:00,Europe/Paris
MVW,Burlington/Mt Vernon Skagit Regional,MVW,-08:00,America/Los_Angeles
MVX,Minvoul,MVX,+01:00,Africa/Libreville
MVY,Martha'S Vineyard,MVY,-05:00,America/New_York
MVZ,Masvingo,MVZ,+02:00,Africa/Harare
MWA,Marion,MWA,-06:00,America/Chicago
MWB,Morawa,MWB,+08:00,Australia/Perth
MWC,Milwaukee Lawrence J Timmerman Apt,MKE,-06:00,America/Chicago
MWD,Mianwali,MWD,+05:00,Asia/Karachi
MWE,Merowe,MWE,+02:00,Africa/Khartoum
MWF,Maewo,MWF,+11:00,Pacific/Efate
MWG,Marawaka,MWG,+10:00,Pacific/Port_Moresby
MWH,Moses Lake Grant County Intl,MWH,-08:00,America/Los_Angeles
MWI,Maramuni,MWI,+10:00,Pacific/Port_Moresby
MWJ,Matthews Ridge,MWJ,-04:00,America/Guyana
MWK,Matak Tarempa,MWK,+07:00,Asia/Pontianak
MWL,Mineral Wells,MWL,-06:00,America/Chicago
MWM,Windom Municipal,MWM,-06:00,America/Chicago
MWN,Mwadui,MWN,+03:00,Africa/Dar_es_Salaam
MWO,Middletown Regional (Hook Field),MWO,-05:00,America/New_York
MWP,Mountain,MWP,+05:45,Asia/Kathmandu
MWQ,Magway,MWQ,+06:30,Asia/Yangon
MWR,Motswari,MWR,+02:00,Africa/Johannesburg
MWS,Morowali Bandara Khusus Imip,MOH,+08:00,Asia/Makassar
MWT,Moolawatana,MWT,+09:30,Australia/Adelaide
MWU,Mussau,MWU,+10:00,Pacific/Port_Moresby
MWV,Mondulkiri,MWV,+07:00,Asia/Phnom_Penh
MWW,Mouscron Off-Line Point,MWW,+01:00,Europe/Brussels
MWX,Muan International,MWX,+09:00,Asia/Seoul
MWY,Miranda Downs,MWY,+10:00,Australia/Brisbane
MWZ,Mwanza,MWZ,+03:00,Africa/Dar_es_Salaam
MXA,Manila Municipal,MXA,-06:00,America/Chicago
MXB,Masamba Andi Jemma,MXB,+08:00,Asia/Makassar
MXC,Monticello,MXC,-07:00,America/Denver
MXD,Marion Downs,MXD,+10:00,Australia/Brisbane
MXE,Laurinburg/Maxton,MXE,-05:00,America/New_York
MXF,Montgomery Maxwell Afb,MGM,-06:00,America/Chicago
MXG,Marlborough,MXG,-05:00,America/New_York
MXH,Moro,MXH,+10:00,Pacific/Port_Moresby
MXI,Mati,MXI,+08:00,Asia/Manila
MXJ,Minna,MXJ,+01:00,Africa/Lagos
MXK,Mindik,MXK,+10:00,Pacific/Port_Moresby
MXL,Mexicali R.Sanchez Taboada Int,MXL,-08:00,America/Tijuana
MXM,Morombe,MXM,+03:00,Indian/Antananarivo
MXN,Morlaix Ploujean,MXN,+01:00,Europe/Paris
MXO,Monticello Regional,MXO,-06:00,America/Chicago
MXP,Milan Malpensa,MIL,+01:00,Europe/Rome
MXQ,Cairu Lorenzo,MXQ,+10:00,Australia/Brisbane
MXR,Myrhorod,MXR,+02:00,Europe/Zaporozhye
MXS,Maota Savail Is Maota,MXS,+13:00,Pacific/Apia
MXT,Maintirano,MXT,+03:00,Indian/Antananarivo
MXU,Mullewa,MXU,+08:00,Australia/Perth
MXV,Moron,MXV,+08:00,Asia/Ulaanbaatar
MXW,Mandalgovi,MXW,+08:00,Asia/Ulaanbaatar
MXX,Mora Siljan,MXX,+01:00,Europe/Stockholm
MXY,Mccarthy Municipal,MXY,-09:00,America/Anchorage
MXZ,Meixian,MXZ,+08:00,Asia/Shanghai
MYA,Moruya,MYA,+10:00,Australia/Sydney
MYB,Mayumba,MYB,+01:00,Africa/Libreville
MYC,Maracay Mariscal Sucre,MYC,-04:00,America/Caracas
MYD,Malindi,MYD,+03:00,Africa/Nairobi
MYE,Miyake Jima,MYE,+09:00,Asia/Tokyo
MYF,San Diego Montgomery Field,SAN,-08:00,America/Los_Angeles
MYG,Mayaguana,MYG,-05:00,America/Nassau
MYH,Marble Canyon,MYH,-07:00,America/Phoenix
MYI,Murray Island,MYI,+10:00,Australia/Brisbane
MYJ,Matsuyama,MYJ,+09:00,Asia/Tokyo
MYK,May Creek,MYK,-09:00,America/Anchorage
MYL,Mccall Municipal,MYL,-07:00,America/Denver
MYM,Monkey Mountain,MYM,-04:00,America/Guyana
MYN,Marib,MYN,+03:00,Asia/Aden
MYO,Myroodah Station,MYO,+08:00,Australia/Perth
MYP,Mary,MYP,+05:00,Asia/Ashgabat
MYQ,Mysore Mandakalli,MYQ,+05:30,Asia/Kolkata
MYR,Myrtle Beach,MYR,-05:00,America/New_York
MYS,Moyale,MYS,+03:00,Africa/Addis_Ababa
MYT,Myitkyina,MYT,+06:30,Asia/Yangon
MYU,Mekoryuk,MYU,-09:00,America/Anchorage
MYV,Marysville Yuba County Apt,MYV,-08:00,America/Los_Angeles
MYW,Mtwara,MYW,+03:00,Africa/Dar_es_Salaam
MYX,Menyamya,MYX,+10:00,Pacific/Port_Moresby
MYY,Miri,MYY,+08:00,Asia/Kuching
MYZ,Monkey Bay,MYZ,+02:00,Africa/Blantyre
MZA,Mazamari Manuel Prado,MZA,-05:00,America/Lima
MZB,Mocimboa Da Praia,MZB,+02:00,Africa/Maputo
MZC,Mitzic,MZC,+01:00,Africa/Libreville
MZD,Mendez,MZD,-05:00,America/Guayaquil
MZE,Manatee,MZE,-06:00,America/Belize
MZF,Mzamba Wild Coast Sun,MZF,+02:00,Africa/Johannesburg
MZG,Magong Penghu,MZG,+08:00,Asia/Taipei
MZH,Amasya Merzifon,MZH,+03:00,Europe/Istanbul
MZI,Mopti Ambodedjo,MZI,+00:00,Africa/Bamako
MZJ,Marana Pinal Airpark,MZJ,-07:00,America/Phoenix
MZK,Marakei,MZK,+12:00,Pacific/Tarawa
MZL,Manizales La Nubia,MZL,-05:00,America/Bogota
MZM,Metz/Nancy Metz-Frescaty,ETZ,+01:00,Europe/Paris
MZN,Minj,MZN,+10:00,Pacific/Port_Moresby
MZO,Manzanillo Sierra Maestra,MZO,-05:00,America/Havana
MZP,Motueka,MZP,+12:00,Pacific/Auckland
MZQ,Mkuze,MZQ,+02:00,Africa/Johannesburg
MZR,Mazar-E Sharif,MZR,+04:30,Asia/Kabul
MZS,Mostyn,MZS,+08:00,Asia/Kuching
MZT,Mazatlan,MZT,-07:00,America/Mazatlan
MZU,Muzaffarpur,MZU,+05:30,Asia/Kolkata
MZV,Mulu,MZV,+08:00,Asia/Kuching
MZW,Mecheria,MZW,+01:00,Africa/Algiers
MZX,Mena,MZX,+03:00,Africa/Addis_Ababa
MZY,Mossel Bay,MZY,+02:00,Africa/Johannesburg
MZZ,Marion Municipal,MZZ,-05:00,America/New_York
NAA,Narrabri,NAA,+10:00,Australia/Sydney
NAB,Albany Nas,ABY,-05:00,America/New_York
NAC,Naracoorte,NAC,+09:30,Australia/Adelaide
NAD,Macanal,NAD,-05:00,America/Bogota
NAE,Natitingou,NAE,+01:00,Africa/Porto-Novo
NAF,Banaina,NAF,+08:00,Asia/Makassar
NAG,Nagpur,NAG,+05:30,Asia/Kolkata
NAH,Tahuna Naha,NAH,+08:00,Asia/Makassar
NAI,Annai,NAI,-04:00,America/Guyana
NAJ,Nakchivan,NAJ,+04:00,Asia/Baku
NAK,Nakhon Ratchasima,NAK,+07:00,Asia/Bangkok
NAL,Nalchik,NAL,+03:00,Europe/Moscow
NAM,Namlea,NAM,+09:00,Asia/Jayapura
NAN,Nadi,NAN,+12:00,Pacific/Fiji
NAO,Nanchong Gaoping,NAO,+08:00,Asia/Shanghai
NAP,Naples,NAP,+01:00,Europe/Rome
NAQ,Qaanaaq,NAQ,-03:00,America/Godthab
NAR,Puerto Nare,NAR,-05:00,America/Bogota
NAS,Nassau,NAS,-05:00,America/Nassau
NAT,Natal,NAT,-03:00,America/Araguaina
NAU,Napuka,NAU,-10:00,Pacific/Tahiti
NAV,Nevsehir Kapadokya,NAV,+03:00,Europe/Istanbul
NAW,Narathiwat,NAW,+07:00,Asia/Bangkok
NAX,Barbers Point,NAX,-10:00,Pacific/Honolulu
NAY,Beijing Nanyuan Apt,BJS,+08:00,Asia/Shanghai
NAZ,Star Harbour Nana,NAZ,+11:00,Pacific/Guadalcanal
NBA,Nambaiyufa,NBA,+10:00,Pacific/Port_Moresby
NBB,Barranco Minas,NBB,-05:00,America/Bogota
NBC,Nizhnekamsk,NBC,+03:00,Europe/Moscow
NBE,Enfidha,NBE,+01:00,Africa/Tunis
NBG,New Orleans Nas Jrb/A. Callender,MSY,-06:00,America/Chicago
NBH,Nambucca Heads,NBH,+10:00,Australia/Sydney
NBK,Bangkok Suvarnabhumi International Apt,BKK,+07:00,Asia/Bangkok
NBL,San Blas Wannukandi,NBL,-05:00,America/Panama
NBN,Annobon,NBN,+01:00,Africa/Malabo
NBO,Nairobi,NBO,+03:00,Africa/Nairobi
NBP,New York Battery Park City Ferry,NYC,-05:00,America/New_York
NBR,Nambour,NBR,+10:00,Australia/Brisbane
NBS,Baishan Changbaishan Airport,NBS,+08:00,Asia/Shanghai
NBU,Glenview Naval Air Station,NBU,-06:00,America/Chicago
NBV,Cana Brava,NBV,-03:00,America/Sao_Paulo
NBW,Guantanamo Mariana Grajales,GAO,-05:00,America/Havana
NBX,Nabire,NBX,+09:00,Asia/Jayapura
NCA,North Caicos,NCA,-05:00,America/Grand_Turk
NCE,Nice,NCE,+01:00,Europe/Paris
NCG,Nuevo Casas Grandes,NCG,-07:00,America/Mazatlan
NCH,Nachingwea,NCH,+03:00,Africa/Dar_es_Salaam
NCI,Necocli,NCI,-05:00,America/Bogota
NCJ,Sunchales,NCJ,-03:00,America/Argentina/Buenos_Aires
NCL,Newcastle,NCL,+00:00,Europe/London
NCN,Chenega Bay,NCN,-09:00,America/Anchorage
NCO,North Kingstown Quonset State,NCO,-05:00,America/New_York
NCP,Luzon Island Cubi Point Nas,NCP,+08:00,Asia/Manila
NCQ,Marietta Atlanta Nas,MGE,-05:00,America/New_York
NCR,San Carlos,NCR,-06:00,America/Managua
NCS,Newcastle,NCS,+02:00,Africa/Johannesburg
NCT,Nicoya,NCT,-06:00,America/Costa_Rica
NCU,Nukus,NCU,+05:00,Asia/Tashkent
NCY,Annecy,NCY,+01:00,Europe/Paris
NDA,Banda Island Bandaneira,NDA,+09:00,Asia/Jayapura
NDB,Nouadhibou,NDB,+00:00,Africa/Nouakchott
NDC,Nanded,NDC,+05:30,Asia/Kolkata
NDD,Sumbe,NDD,+01:00,Africa/Luanda
NDE,Mandera,NDE,+03:00,Africa/Nairobi
NDF,N'dalatando,NDF,+01:00,Africa/Luanda
NDG,Qiqihar,NDG,+08:00,Asia/Shanghai
NDH,Shunde Bus Station,ZAS,+08:00,Asia/Shanghai
NDI,Namudi,NDI,+10:00,Pacific/Port_Moresby
NDJ,N'djamena Hassan Djamous Intl,NDJ,+01:00,Africa/Ndjamena
NDK,Namdrik Island Namorik Island,NDK,+12:00,Pacific/Majuro
NDL,Ndele,NDL,+01:00,Africa/Bangui
NDM,Mendi Masslo,NDM,+03:00,Africa/Addis_Ababa
NDN,Nadunumu,NDN,+10:00,Pacific/Port_Moresby
NDO,La Palma Del Condada Rail Station,NDO,+01:00,Europe/Madrid
NDP,Pensacola Ellyson Nas,PNS,-06:00,America/Chicago
NDR,Nador,NDR,+01:00,Africa/Casablanca
NDS,Sandstone,NDS,+08:00,Australia/Perth
NDU,Rundu,NDU,+02:00,Africa/Windhoek
NDV,Anacostia United States Navy Heliport,NDV,-05:00,America/New_York
NDY,Sanday,NDY,+00:00,Europe/London
NDZ,Nordholz-Spieka,NDZ,+01:00,Europe/Berlin
NEA,Glynco Naval Air Station,NEA,-05:00,America/New_York
NEC,Necochea,NEC,-03:00,America/Argentina/Buenos_Aires
NEF,Neftekamsk,NEF,+05:00,Asia/Yekaterinburg
NEG,Negril,NEG,-05:00,America/Jamaica
NEI,Terney,NEI,+10:00,Asia/Vladivostok
NEJ,Nejo,NEJ,+03:00,Africa/Addis_Ababa
NEK,Nekemte,NEK,+03:00,Africa/Addis_Ababa
NEL,Lakehurst Maxfield Field,NEL,-05:00,America/New_York
NEN,Jacksonville Whitehouse Nolf,JAX,-05:00,America/New_York
NER,Neryungri Chulman,NER,+09:00,Asia/Yakutsk
NES,New York East 34th Street Ferry,NYC,-05:00,America/New_York
NEU,Sam Neua,NEU,+07:00,Asia/Vientiane
NEV,Nevis Vance W. Amory Intl,NEV,-04:00,America/St_Kitts
NEW,New Orleans Lakefront Apt,MSY,-06:00,America/Chicago
NFB,Mount Clemens Detroit Naf,MTC,-05:00,America/New_York
NFF,Nanhai Bus Station,ZEF,+08:00,Asia/Shanghai
NFG,Nefteyugansk,NFG,+05:00,Asia/Yekaterinburg
NFL,Fallon Nas-Van Voorhis Field,NFL,-08:00,America/Los_Angeles
NFO,Niuafo'ou Mata'aho,NFO,+13:00,Pacific/Tongatapu
NFR,Nafoora,NFR,+02:00,Africa/Tripoli
NGA,Young,NGA,+10:00,Australia/Sydney
NGB,Ningbo,NGB,+08:00,Asia/Shanghai
NGC,Grand Canyon North Rim Apt,GCN,-07:00,America/Phoenix
NGD,Anegada August George,NGD,-04:00,America/Tortola
NGE,Ngaoundere N'gaoundere,NGE,+01:00,Africa/Douala
NGF,Kaneohe Bay Mcas,NGF,-10:00,Pacific/Honolulu
NGI,Gau Island,NGI,+12:00,Pacific/Fiji
NGK,Nogliki,NGK,+11:00,Asia/Srednekolymsk
NGL,Ngala,NGL,+02:00,Africa/Johannesburg
NGM,Guam Agana Nas,GUM,+10:00,Pacific/Guam
NGN,Nargana,NGN,-05:00,America/Panama
NGO,Nagoya,NGO,+09:00,Asia/Tokyo
NGP,Corpus Christi Nas (Truax Field),CRP,-06:00,America/Chicago
NGQ,Shiquande Ngari Gunsa/Ali Kunsha,NGQ,+08:00,Asia/Shanghai
NGR,Ningerum,NGR,+10:00,Pacific/Port_Moresby
NGS,Nagasaki,NGS,+09:00,Asia/Tokyo
NGU,Norfolk Ns (Chambers Field),ORF,-05:00,America/New_York
NGV,Ngiva,NGV,+01:00,Africa/Luanda
NGW,Corpus Christi Cabaniss Field Nolf,CRP,-06:00,America/Chicago
NGX,Manang,NGX,+05:45,Asia/Kathmandu
NGY,Nagoya Ek Bus Station,NGO,+09:00,Asia/Tokyo
NGZ,Alameda Naval Air Station,NGZ,-08:00,America/Los_Angeles
NHA,Nha Trang Airport,NHA,+07:00,Asia/Ho_Chi_Minh
NHD,Dubai Minhad Ab,DXB,+04:00,Asia/Dubai
NHF,New Halfa,KSL,+02:00,Africa/Khartoum
NHG,Nanchang Rail Station,KHN,+08:00,Asia/Shanghai
NHK,Patuxent River Nas (Trapnell Field),NHK,-05:00,America/New_York
NHR,Napoli Afragola High Speed Rail,NHR,+01:00,Europe/Rome
NHS,Nushki,NHS,+05:00,Asia/Karachi
NHT,Raf Northolt,NHT,+00:00,Europe/London
NHV,Nuku Hiva,NHV,-09:30,Pacific/Marquesas
NHX,Foley Barin Nolf,NHX,-06:00,America/Chicago
NHZ,Brunswick Executive,NHZ,-05:00,America/New_York
NIA,Nimba,NIA,+00:00,Africa/Monrovia
NIB,Nikolai,NIB,-09:00,America/Anchorage
NIC,Nicosia,NIC,+02:00,Asia/Nicosia
NIE,Niblack,NIE,-09:00,America/Anchorage
NIF,Nifty,NIF,+08:00,Australia/Perth
NIG,Nikunau,NIG,+12:00,Pacific/Tarawa
NIK,Niokolo-Koba,NIK,+00:00,Africa/Dakar
NIM,Niamey,NIM,+01:00,Africa/Niamey
NIN,Ninilchik,NIN,-09:00,America/Anchorage
NIO,Nioki,NIO,+01:00,Africa/Kinshasa
NIP,Jacksonville Nas (Towers Field),JAX,-05:00,America/New_York
NIQ,Niaqornat Heliport,NIQ,-03:00,America/Godthab
NIR,Beeville Chase Field Industrial,NIR,-06:00,America/Chicago
NIS,Simberi Island,NIS,+10:00,Pacific/Port_Moresby
NIT,Niort Souche,NIT,+01:00,Europe/Paris
NIU,Niau,NIU,-10:00,Pacific/Tahiti
NIX,Nioro Du Sahel,NIX,+00:00,Africa/Bamako
NJA,Atsugi Naval Air Station,NJA,+09:00,Asia/Tokyo
NJB,Neijiang Bei Rail Stn,NJB,+08:00,Asia/Shanghai
NJC,Nizhnevartovsk,NJC,+05:00,Asia/Yekaterinburg
NJF,Al Najaf Al-Ashraf International,NJF,+03:00,Asia/Baghdad
NJJ,Heihe Nenjiang Melgen,NJJ,+08:00,Asia/Shanghai
NJK,El Centro Naf,IPL,-08:00,America/Los_Angeles
NKA,Nkan,NKA,+01:00,Africa/Libreville
NKB,Noonkanbah,NKB,+08:00,Australia/Perth
NKC,Nouakchott,NKC,+00:00,Africa/Nouakchott
NKD,Sinak,NKD,+09:00,Asia/Jayapura
NKG,Nanjing,NKG,+08:00,Asia/Shanghai
NKI,Naukiti Bay Sea Plane Base,NKI,-09:00,America/Anchorage
NKJ,Nanjing Rail Station,NKG,+08:00,Asia/Shanghai
NKL,Kolo Fuma,NKL,+02:00,Africa/Lubumbashi
NKM,Nagoya Komaki Airport,NGO,+09:00,Asia/Tokyo
NKN,Nankina,NKN,+10:00,Pacific/Port_Moresby
NKO,Ankokoambo,NKO,+03:00,Indian/Antananarivo
NKP,Nukutepipi,NKP,-10:00,Pacific/Tahiti
NKS,Nkongsamba,NKS,+01:00,Africa/Douala
NKT,Sirnak,NKT,+03:00,Europe/Istanbul
NKU,Nkau,NKU,+02:00,Africa/Maseru
NKV,Nichen Cove,NKV,-09:00,America/Anchorage
NKX,San Diego Miramar Mcas,SAN,-08:00,America/Los_Angeles
NKY,N'kayi Yokangassi,NKY,+01:00,Africa/Brazzaville
NLA,Ndola,NLA,+02:00,Africa/Lusaka
NLC,Lemoore Nas (Reeves Field),NLC,-08:00,America/Los_Angeles
NLD,Nuevo Laredo Quetzalcoatl Intl,NLD,-06:00,America/Matamoros
NLE,Niles Jerry Tyler Memorial,NLE,-05:00,America/New_York
NLF,Darnley Island,NLF,+10:00,Australia/Brisbane
NLG,Nelson Lagoon,NLG,-09:00,America/Anchorage
NLH,Ninglang Luguhu,NLH,+08:00,Asia/Shanghai
NLI,Nikolayevsk-Na-Amure,NLI,+10:00,Asia/Vladivostok
NLK,Norfolk Island,NLK,+11:00,Pacific/Norfolk
NLL,Nullagine,NLL,+08:00,Australia/Perth
NLN,Arcata/Eureka Kneeland,ACV,-08:00,America/Los_Angeles
NLO,Kinshasa N'dolo Apt,FIH,+01:00,Africa/Kinshasa
NLP,Nelspruit,NLP,+02:00,Africa/Johannesburg
NLS,Nicholson,NLS,+08:00,Australia/Perth
NLT,Xinyuan Nalati,NLT,+08:00,Asia/Shanghai
NLU,Mexico City Santa Lucia Afb,MEX,-06:00,America/Mexico_City
NLV,Mykolaiv International,NLV,+02:00,Europe/Zaporozhye
NMA,Namangan,NMA,+05:00,Asia/Tashkent
NMB,Daman,NMB,+05:30,Asia/Kolkata
NMC,Norman's Cay,NMC,-05:00,America/Nassau
NME,Nightmute,NME,-09:00,America/Anchorage
NMF,Maafaru International,NMF,+05:00,Indian/Maldives
NMG,San Miguel,NMG,-05:00,America/Panama
NML,Fort Mcmurray Mildred Lake,NML,-07:00,America/Whitehorse
NMN,Nomane,NMN,+10:00,Pacific/Port_Moresby
NMP,New Moon,NMP,+10:00,Australia/Brisbane
